	id	created_at	full_text
1829	514425932195450880	2014-09-23 14:47:54	trains are travelling slower from marina bay to bishan north bound due to an earlier train fault.
1833	514411211970977793	2014-09-23 13:49:24	due to train fault at somerset station, free bus and free bus bridging service is available between marina bay and newton both bounds.
1835	514400357527453697	2014-09-23 13:06:17	due to a train fault near somerset station, please expect additional 25mins from marina bay to newton both bounds.
1840	512843435594620928	2014-09-19 05:59:37	[ewl]:estimate 10 mins additional travelling time from #outrampark to #jookoon due to train fault.we are working to recover the service.
1842	512838231889424385	2014-09-19 05:38:57	[ewl]: estimate 20mins additional travelling time from #outrampark  to #joo koon  due to train fault.
1852	506437351271190528	2014-09-01 13:44:08	[nsl]: estimate 30 mins additional travelling time from #toapayoh to #marina bay towards marinabay due to train fault.
1868	491752974696214529	2014-07-23 01:13:40	[nsl]: estimate 20 mins additional travelling time from #toapayoh to #newton towards marinabay due to train fault.
1872	490009919395868672	2014-07-18 05:47:23	due to a train fault near city hall, please expect 15 mins additional traveling time from city hall to outram park towards joo koon.
1875	489808117866037248	2014-07-17 16:25:30	[ewl]: estimate 20 mins additional travelling time from #tampines to #pasirris due to track fault. free bus is available at #tampines.
1986	471132555027025920	2014-05-27 03:35:29	[ccl]: estimate 15 mins additional travelling time from #caldecotttowards#harbourfront due to power fault.
2011	461985716373688321	2014-05-01 21:49:12	free bus bridging services activated from yio chu kang to yishun. our maintenance engineers are on site trying to rectify the fault.
2012	461984229601984513	2014-05-01 21:43:18	due to a traction power fault, there will be no train service from yio chu kang northbound towards yishun northbound.
2029	458552362936700928	2014-04-22 10:26:17	[ewl]: estimate 10 mins additional travelling time between #jookoon and #boonlay in both directions due to track fault.
2046	453680979589070848	2014-04-08 23:49:09	[ewl]: estimate 10 mins additional travelling time from #lavender to #payalebar towards pasirris due to train fault.
2069	449331126868267008	2014-03-27 23:44:23	[nsl]: estimate 10 mins additional travelling time from #yewtee to #jurongeast towards jurongeast due to train fault.
2070	449328212699394048	2014-03-27 23:32:48	[nsl]: estimate 10 mins additional travelling time from #choachukang to #jurongeast towards jurongeast due to train fault.
2077	448587468170731520	2014-03-25 22:29:21	[ewl]: estimate 10 mins additional travelling time between outram park and rafflesplace on both bounds due to track fault at tanjong pagar.
2086	447900597044248576	2014-03-24 00:59:58	[nsl]: estimate 10 mins additional travelling time from #rafflesplace to #marinabay towards marinabay due to train fault.
2090	440282319849402370	2014-03-03 00:27:39	[ewl]: estimate 10 mins additional travelling time from #jookoon to  pasirris due to train doors fault.
2091	440277147706355712	2014-03-03 00:07:06	[ewl]: estimate 15 mins additional travelling time from #jookoon to  pasirris due to train doors fault.
2093	440271934471671808	2014-03-02 23:46:23	[ewl]: estimate 15 mins additional travelling time from #bedok to #outrampark towards jookoon due to train fault.
2096	440108732651806720	2014-03-02 12:57:53	[ewl]: estimate 20 mins additional travelling time between #tanahmerah and #changiairport in both directions due to train fault.
2100	438819963613093888	2014-02-26 23:36:46	[ccl]: estimate 20 mins additional travelling time from #payalebar to #dhobyghaut towards #dhobyghaut due to signal fault.
2105	438310591573147648	2014-02-25 13:52:43	[nsl]: estimate 15 mins additional travelling time from #angmokio to #marinabay towards marinabay due to track fault.
2112	437724134663925761	2014-02-23 23:02:20	[nsl]: estimate 10 mins additional travelling time from #choachukang to #kranji towards marinabay due to track fault.
2114	428513743052341249	2014-01-29 13:03:32	[nsl]: estimate 10 mins additional traveling time between #angmokio and #marinabay in both directions due to track fault.
2115	428506005157064704	2014-01-29 12:32:47	[nsl]: estimate 10 mins additional travelling time between #angmokio and #marinabay in both directions due to track fault.
2117	428494052737032192	2014-01-29 11:45:17	[ewl]: estimate 10 mins additional travelling time between #boonlay and #jookoon in both directions due to train fault.
2122	426009497673285634	2014-01-22 15:12:33	[ewl] no train service between #tampines and #tanahmerah due to a track fault. our engineers are at site rectifying the fault now.
2123	426003826726797313	2014-01-22 14:50:01	[ewl] no train serive between #tampines and #tanahmerah due to a track fault. our engineers are at site rectifying the fault now.
2130	425061165928939521	2014-01-20 00:24:13	[nsl]: estimate 20 mins additional travelling time from #sembawang to #marinabay towards marinabay due to train fault.
2133	423607643412762625	2014-01-16 00:08:27	[ewl]: estimate 5 mins additional travelling time from #kallang to #aljunied towards pasirris due to track fault.
2140	421867659987148800	2014-01-11 04:54:22	[nsl]: no train service between #yewtee and #woodlands in both directions due to power fault.  free bus service are available.
2141	421862869106319360	2014-01-11 04:35:20	[nsl]:  train services between #kranji and #yewtee will be delayed for 20 minutes due to a traction power fault.
2143	418593086319509504	2014-01-02 04:02:23	[nsl]: estimate 10 mins additional travelling time from #yiochukang to #bishan towards marinabay due to a traction power fault.
2148	413102217713831937	2013-12-18 00:23:38	[ewl]: estimate 10 mins additional travelling time from #jurongeast to #outrampark towards #pasirris due to train fault.
2150	396245514829565952	2013-11-01 12:01:07	[ewl]: estimate 10 mins additional travelling time from #boonlay to #jookoon towards jookoon due to track fault.
2153	396175165010112512	2013-11-01 07:21:34	[ewl]:train service between #jookoon and #boonlay in both directions is delayed for 10 mins due to a track fault.
2155	395875253328412672	2013-10-31 11:29:50	[ccl]due to a train fault, expect longer travelling time from #dhobyghaut towards #payalebar. trains and platforms are crowded.
2174	387899243488608257	2013-10-09 11:16:01	[ewl]: estimate 30 mins additional travelling time between #boonlay and #jookoon in both directions due to track fault.
2176	386639322998259712	2013-10-05 23:49:32	[ewl]: estimate 20 mins additional travelling time from #jurongeast to #queenstown towards pasirris due to train fault.
2178	385695596633264128	2013-10-03 09:19:30	[nsl]: estimate 20 mins additional travelling time between #yishun and #woodlands due to train fault.
2179	385691602825379840	2013-10-03 09:03:38	[nsl]: estimate 30 mins additional travelling time between #yishun and #woodlands due to train fault.
2182	384091870122356736	2013-09-28 23:06:52	[nsl]: estimate 15 mins additional travelling time between #woodlands and #angmokio due to train fault.
2184	382309119866048512	2013-09-24 01:02:51	[nsl]: estimate 20 mins additional travelling time from #dhobyghaut to #marinabay towards marinabay due to train fault.
2189	380227543791435777	2013-09-18 07:11:25	[nsl]: estimate 30 mins additional travelling time between #rafflesplace and #marinabay due to track fault.
2197	371201751644258304	2013-08-24 09:26:08	[ewl]: estimate 20 mins additional travelling time from #tampines to #pasirris due to train fault.
2200	367786308308967424	2013-08-14 23:14:23	[ewl]: estimate 15 mins additional travelling time from #tiongbahru to #queenstown towards jookoon due to train fault.
2203	367447277301817344	2013-08-14 00:47:12	[ccl]: estimate 5 mins additional travelling time from #botanicgardens to #caldecott towards dhobyghaut due to track fault.
2204	367444709230141440	2013-08-14 00:37:00	[nsl]: estimate 20 mins additional travelling time from #yishun to #woodlands towards jurongeast due to train fault.
2206	364362611913011201	2013-08-05 12:29:50	[bplrt]: estimate 20 mins service delay from #phoenix to #bukitpanjang due to power fault.
2208	363654567449214976	2013-08-03 13:36:19	[ewl]: estimate 10 mins additional travelling time between #expo and #changiairport in both directions due to track fault.
2209	363652852041793536	2013-08-03 13:29:30	[ewl]: estimate 10 mins additional travelling time from #changiairport to #expo towards jookoon due to track fault.
2212	361073485356875780	2013-07-27 10:40:01	[ccl]: estimate 10 mins additional travelling time between #dhobyghaut and #promenade due to track fault.
2213	361067852628897793	2013-07-27 10:17:39	[ccl]: estimate 10 mins additional travelling time between #dhobyghaut and #promenade due to a track fault.
2214	361065167997517825	2013-07-27 10:06:58	[ccl]: estimate 10 mins additional travelling time from #dhobyghaut to #promenade towards harbourfront due to track fault.
2222	352541433573552128	2013-07-03 21:36:42	[bplrt]:estimate 15 mins additional travelling time for bplrt service due to track fault. free bus services are available.
2225	349522008284995585	2013-06-25 13:38:35	[ewl]: estimated 25 mins additional travelling time from #kembangan to #bedok towards pasirris due to train fault.
2236	347303548243038209	2013-06-19 10:43:13	[sbst] nel: estimate 30 minutes delay along north-east line due to a train fault.
2237	346405651171397632	2013-06-16 23:15:17	[nsl]cleared:track fault has been rectified after operating hours last night.travelling time from angmokio towards bishan is back to normal.
2239	346084311994359808	2013-06-16 01:58:24	[nsl]: estimate 4 mins additional travelling time from #angmokio to #bishan towards marinabay due to track fault.
2246	341911816332513280	2013-06-04 13:38:24	no train service earlier on sbst-operated northeast line b/w outram &amp; dhoby ghaut stations both bounds due to a power fault
2249	341910914645254144	2013-06-04 13:34:49	no train service earlier on sbst-operated northeast line b/w outram &amp; dhoby ghaut stations both bounds due to a power fault.
2258	340475926192214016	2013-05-31 14:32:41	[ewl] estimate 20 mins additional travel time from #tiongbahru towards #outrampark due to track fault.
2263	340397687646060545	2013-05-31 09:21:47	[ewl]: estimate 20 mins additional travelling time between #tanahmerah and #changiairport in both directions due to track fault.
2272	339876831828275200	2013-05-29 22:52:05	[nsl]: estimate 30 mins additional travelling time from #woodlands to #angmokio towards marinabay due to track fault at yio chu kang.
2274	338810561150189568	2013-05-27 00:15:07	[ewl]: estimate 10 mins additional travelling time from #jurongeast to #pasirris due to an earlier train fault.
2278	337705543160455168	2013-05-23 23:04:10	[ewl]: estimate 20 mins additional travelling time from #pasirris to #eunos towards jookoon due to train fault.
2286	335671481856057345	2013-05-18 08:21:32	rail crack fault temporarily rectified. full replacement after train operating hours. train safe.
2292	335637290665787392	2013-05-18 06:05:40	[nsl]: estimated 10 mins additional travelling time from #dhobyghaut to #bishan towards jurongeast due to track fault.
2297	335223843427848192	2013-05-17 02:42:47	[bplrt]: estimate 20 mins additional travelling time between #bukitpanjang and #choachukang due to train fault at #phoenix.
2303	333503910176231424	2013-05-12 08:48:23	[ewl]: estimate 10 mins additional travelling time from #kembangan to #eunos due to train fault.
2314	330094775246155777	2013-05-02 23:01:41	[nsl]: estimate 20 mins additional travelling time between #bishan and #marinabay due to track fault.
2330	328828766287712256	2013-04-29 11:11:01	[nsl]:estimate 10 mins additional travelling time from #marinabay to #angmokio towards jurongeast due to track fault.
2332	328816851012419584	2013-04-29 10:23:41	[nsl] due to earlier train fault at newton, train will be travelling at slower speed from #marinabay to #angmokio towards #jurongeast.
2337	322669974793629696	2013-04-12 11:18:11	smrt engineers will proceed down to the affected track btwn #tampines and #pasirris to rectify the fault after passenger service hours.
2338	322666304937021440	2013-04-12 11:03:36	[ewl]train delays(~5mins) due to signalling fault btwn tampines &amp; pasir ris stns. pls listen to stn announcements &amp; plan travel accordingly.
2339	322628470570110976	2013-04-12 08:33:16	[ewl]signaling fault causing delay on east-west line.only one platform being used at pasir ris station.smrt working on rectifying situation.
2341	322517060510949376	2013-04-12 01:10:33	[ewl]: estimate 20 mins additional travelling time between #tampines and #pasirris in both directions due to track fault.
2343	322505661755822080	2013-04-12 00:25:16	[ewl]: estimate 10 mins additional travelling time from #tampines to #pasirris towards pasirris due to track fault.
2346	319229065724821506	2013-04-02 23:25:14	[nsl]: estimate 10 mins additional travelling time from #rafflesplace to #marinabay towards marinabay due to track fault.
2351	318940063700504577	2013-04-02 04:16:51	[bplrt] no service at all bplrt stations due to suspected power fault. our staff is attending to recovery works.
2371	303895963087560704	2013-02-19 15:56:58	[nsl]: estimate 15 mins additional travelling time from #marinabay to #bishan towards jurongeast due to train fault.
2376	302380045920505857	2013-02-15 11:33:15	[ewl] due to an earlier train fault, estimate 20 mins additional travelling time from #bugis towards #pasirris.
2397	299369791553159168	2013-02-07 04:11:34	[nsl]estimated 10mins additional travelling time from bishan toward marina bay due to train fault
2434	293511329447280641	2013-01-22 00:12:08	[ewl]: estimate 10 mins additional travelling time from #tiongbahru to #outrampark towards pasirris due to train fault.
2462	289194398921666560	2013-01-10 02:18:12	[sbst] nel: train service in both directions is delayed by about 15 minutes due to a power fault.
2477	285667703237275650	2012-12-31 08:44:22	[ewl]: estimate 20 mins additional travelling time from #tanahmerah to #clementi towards jookoon due to train fault.
2485	285601656417185792	2012-12-31 04:21:55	[nsl]: estimate 20 mins additional travelling time from #bukitbatok to #angmokio towards marinabay due to train fault.
2486	285535570485207042	2012-12-30 23:59:19	[ccl]: estimate 5 mins additional travelling time from #payalebar to #macpherson towards harbourfront due to track fault.
2487	285528930193125376	2012-12-30 23:32:56	[ccl]: estimate 3 mins additional travelling time from #payalebar to #macpherson towards harbourfront due to track fault.
2501	281682340491710464	2012-12-20 08:47:58	[nel] no train service between punggol and little india stations due to train fault.
2519	279240644302610432	2012-12-13 15:05:32	[ewl]: estimate 15 mins additional travelling time from #redhill to #clementi towards jookoon due to train fault.
2523	278403047695192066	2012-12-11 07:37:13	[ewl]: estimate 20 mins additional travelling time from #kembangan to #pasirris towards pasirris due to train fault.
2584	265398919570280448	2012-11-05 10:23:27	[nsl]: estimate 10 mins additional travelling time from #marinabay  to #bishan towards jurongeast due to train fault.
2597	264361706585747457	2012-11-02 13:41:57	[ewl]:longer travelling time expected along ew line in the direction towards pasirris due to track fault between #rafflesplace and #cityhall
2598	264355753622638592	2012-11-02 13:18:17	[ewl]: estimate 5 mins additional travelling time from #rafflesplace to #cityhall towards pasirris due to track fault.
2600	264342314904866817	2012-11-02 12:24:53	[ccl]: estimate 5 mins additional travelling time from #harbourfront to #payalebar on both bounds due to train fault.
2612	263920730645860352	2012-11-01 08:29:40	[nsl]: estimate 5 mins additional travelling time from #angmokio to #yiochukang towards jurongeast due to train fault.
2616	263832298439462912	2012-11-01 02:38:16	[ewl]: estimate 5 mins additional travelling time from #aljunied to #tanahmerah towards pasirris due to train fault.
2625	263601684071206912	2012-10-31 11:21:53	[nsl]: estimate 5 mins additional travelling time from #rafflesplace to #marinabay towards marinabay due to train fault.
2628	263511797594722305	2012-10-31 05:24:43	[ewl]: estimate 5 mins additional travelling time from #boonlay to #pasirris towards pasirris due to train fault.
2640	263102501639831553	2012-10-30 02:18:19	[ewl]: estimate 5 mins additional travelling time from #payalebar to #eunos towards pasirris due to train fault.
2674	262328540144488449	2012-10-27 23:02:52	[nsl]: estimate 5 mins additional travelling time from #choachukang to #yishun towards marinabay due to train fault.
2675	262323923025268736	2012-10-27 22:44:31	[ccl]: estimate 5 mins additional travelling time from #taiseng to #bartley towards harbourfront due to track fault.
2705	261477954578698240	2012-10-25 14:42:57	[ccl]no train service between #dhobyghaut and #harbourfront due to power fault. please seek alternative transport. buses are being arranged.
2727	261047958584307712	2012-10-24 10:14:18	[nsl] trains are running slower than normal from #jurongeast towards #marinabay due to track fault. please allow extra time for travel.
2730	261040786806820865	2012-10-24 09:45:48	[nsl]: estimate 10 mins additional travelling time from #jurongeast to #marinabay towards marinabay due to track fault.
2733	261005485002596353	2012-10-24 07:25:31	[nsl]: estimate 5 mins additional travelling time from #marinabay to #rafflesplace towards jurongeast due to track fault.
2741	260871234324160512	2012-10-23 22:32:03	[nsl]: estimate 5 mins additional travelling time from newton to ang mo kio towards jurong east due to train fault.
2766	260331301473759232	2012-10-22 10:46:33	[nsl]: trains are running slightly slower than normal due to train fault from #orchard to #marinabay towards marinabay.
2767	260329673542737920	2012-10-22 10:40:05	[nsl]: estimate 10 mins additional travelling time from #orchard to #marinabay towards marinabay due to train fault.
2774	260173892407144450	2012-10-22 00:21:04	[ewl]: estimate 5 mins additional travelling time from #jookoon towards #pasirris due to train fault.
2789	259950730985746433	2012-10-21 09:34:18	[ewl]: estimate 5 mins additional travelling time from #pasirris to #tanahmerah towards jookoon due to train fault.
2801	259599853682831361	2012-10-20 10:20:02	[nsl]: estimate 5 mins additional travelling time from #jurongeast to #bukitbatok towards marinabay due to train fault.
2803	259597000897622016	2012-10-20 10:08:42	[nsl]: estimate 5 mins additional travelling time from #kranji to #yewtee towards jurongeast due to train fault.
2828	259176282993065985	2012-10-19 06:16:55	estimated 10 minutes additional traveling time from tao payoh towards jurong east due to track fault.
2829	259170975399161856	2012-10-19 05:55:50	estimated 5 minutes additional traveling time from tao payoh towards jurong east due to track fault.
2830	259167355580588032	2012-10-19 05:41:27	estimated 5 minutes additional traveling time from ang mo kio towards jurong east due to track fault.
2831	259165435436617729	2012-10-19 05:33:49	estimated 5 minutes additional traveling time from yio chu kang to newton towards marina bay due to track fault.
2832	259114705048719360	2012-10-19 02:12:14	estimated 5 minutes additional traveling time from woodlands to choa chu kang towards jurong esat due to train fault.
2857	258486146349277184	2012-10-17 08:34:34	[ewl]: longer travelling time from #lavender to #eunos towards pasirris due to train fault.
2876	258037690736467968	2012-10-16 02:52:34	[ewl]: estimate 15 mins additional travelling time from #jurongeast  to #lakeside towards jookoon due to train fault.
2877	258037344962228224	2012-10-16 02:51:11	[ewl]: estimate 15 mins additional travelling time from #queenstown to #lakeside towards jookoon due to train fault.
2882	257816184186105856	2012-10-15 12:12:22	[ewl]: estimate 5 mins additional travelling time from #tanjongpagar to #kallang towards pasirris due to train fault.
2887	257672681057550336	2012-10-15 02:42:09	[bplrt]: longer travelling time expected along service  a via #senja due to trackside fault between #fajar and #bangkit stations.
2906	257493850782855170	2012-10-14 14:51:32	[ewl]: no train service from #tampines to #pasirris due to train fault. please seek alternative transport.
2910	257481868562272257	2012-10-14 14:03:55	[ewl] estimate 20 mins additional travel time from #pasirris towards #tampines due to train fault.
2911	257479481428697088	2012-10-14 13:54:26	[ewl]: estimate 5 mins additional travel time from #jookoon towards #pasirris due to a train fault.
2922	257290239742181376	2012-10-14 01:22:28	[ewl]: estimate 10 mins additional travelling time from #tanahmerah to #changiairport towards changiairport due to track fault.
2936	256737779634024448	2012-10-12 12:47:11	[nsl]: longer travelling time from #yiochukang to #braddell towards marinabay due to train fault.
2969	255677385750491136	2012-10-09 14:33:33	[bplrt]: longer travelling time along service a via #senja earlier. fault has since cleared. train service resumed.
2987	255195251592007681	2012-10-08 06:37:43	[ewl]: estimate 5 mins additional travelling time from #aljunied to #rafflesplace towards jookoon due to train fault.
2991	255142304464109569	2012-10-08 03:07:20	[ccl]: longer travelling time expected along cc line from #macpherson to #bartley in the direction towards harbourfront due to track fault.
3000	254935345509040129	2012-10-07 13:24:57	[ewl]: expect slightly longer travelling time from #commonwealth to #buonavista towards jookoon due to platform screen door fault.
3076	252576680722448384	2012-10-01 01:12:27	[ewl]: due to a train fault, trains are delayed from #boonlay towards #buonavista.  estimated additional travel time: 5 mins
3165	250402702088101888	2012-09-25 01:13:51	[nsl] : estimate 5 mins additional travel time from #khatib towards #novena due to train fault.
